alarm_id,plant_id,equipment_id,alarm_timestamp,alarm_code,alarm_short_name,alarm_description,severity,duration_minutes,resolved_timestamp,operator_id
ALM000975,PLT004,TRB005,2024-03-27 02:16:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,393,2024-03-27 08:49:00,OPR008
ALM000976,PLT001,TRB001,2024-03-07 13:50:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,205,2024-03-07 17:15:00,OPR006
ALM000977,PLT002,TRB003,2024-07-19 14:55:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,233,2024-07-19 18:48:00,OPR004
ALM000978,PLT005,GEN006,2024-05-11 15:47:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,172,2024-05-11 18:39:00,OPR006
ALM000979,PLT004,TRB005,2024-05-12 05:29:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,345,2024-05-12 11:14:00,OPR008
ALM000980,PLT001,GEN001,2024-02-09 13:34:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,345,2024-02-09 19:19:00,OPR008
ALM000981,PLT004,TRB005,2024-02-02 17:17:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,281,2024-02-02 21:58:00,OPR005
ALM000982,PLT003,GEN004,2024-11-16 16:44:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,20,2024-11-16 17:04:00,OPR004
ALM000983,PLT003,GEN004,2024-08-05 03:04:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,179,2024-08-05 06:03:00,OPR007
ALM000984,PLT003,TRB004,2024-10-02 15:13:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,161,2024-10-02 17:54:00,OPR003
ALM000985,PLT002,TRB003,2024-04-06 17:25:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,475,2024-04-07 01:20:00,OPR002
ALM000986,PLT005,TRB006,2024-05-06 03:16:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,464,2024-05-06 11:00:00,OPR004
ALM000987,PLT001,TRB001,2024-01-26 12:32:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,41,2024-01-26 13:13:00,OPR009
ALM000988,PLT002,GEN003,2024-03-07 08:33:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,321,2024-03-07 13:54:00,OPR011
ALM000989,PLT004,TRB005,2024-09-09 06:35:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,280,2024-09-09 11:15:00,OPR012
ALM000990,PLT004,TRB005,2024-11-16 01:48:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,357,2024-11-16 07:45:00,OPR001
ALM000991,PLT002,GEN003,2024-03-20 08:00:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,450,2024-03-20 15:30:00,OPR006
ALM000992,PLT001,GEN001,2024-02-20 07:50:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,274,2024-02-20 12:24:00,OPR001
ALM000993,PLT005,TRB006,2024-04-28 15:36:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,240,2024-04-28 19:36:00,OPR011
ALM000994,PLT002,GEN003,2024-08-17 08:11:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,68,2024-08-17 09:19:00,OPR011
ALM000995,PLT004,GEN005,2024-10-13 17:21:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,59,2024-10-13 18:20:00,OPR001
ALM000996,PLT001,TRB001,2024-02-02 20:48:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,60,2024-02-02 21:48:00,OPR004
ALM000997,PLT002,GEN003,2024-08-18 16:04:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,137,2024-08-18 18:21:00,OPR003
ALM000998,PLT004,GEN005,2024-03-29 15:20:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,292,2024-03-29 20:12:00,OPR004
ALM000999,PLT003,GEN004,2024-07-05 21:15:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,168,2024-07-06 00:03:00,OPR011
ALM001000,PLT003,GEN004,2024-11-19 22:46:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,299,2024-11-20 03:45:00,OPR010
ALM001001,PLT004,TRB005,2024-04-30 16:53:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,225,2024-04-30 20:38:00,OPR007
ALM001002,PLT003,TRB004,2024-12-05 08:40:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,81,2024-12-05 10:01:00,OPR003
ALM001003,PLT003,GEN004,2024-08-15 11:13:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,471,2024-08-15 19:04:00,OPR012
ALM001004,PLT005,GEN006,2024-08-26 11:14:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,213,2024-08-26 14:47:00,OPR003
ALM001005,PLT001,TRB001,2024-09-05 07:47:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,173,2024-09-05 10:40:00,OPR009
ALM001006,PLT001,TRB001,2024-12-20 18:03:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,78,2024-12-20 19:21:00,OPR005
ALM001007,PLT004,GEN005,2024-09-01 20:50:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,1,2024-09-01 20:51:00,OPR012
ALM001008,PLT004,GEN005,2024-04-04 02:16:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,248,2024-04-04 06:24:00,OPR005
ALM001009,PLT003,GEN004,2024-02-11 20:17:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,381,2024-02-12 02:38:00,OPR009
ALM001010,PLT002,TRB003,2024-12-02 14:48:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,312,2024-12-02 20:00:00,OPR010
ALM001011,PLT002,TRB003,2024-06-19 21:44:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,227,2024-06-20 01:31:00,OPR006
ALM001012,PLT003,TRB004,2024-08-17 01:27:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,255,2024-08-17 05:42:00,OPR009
ALM001013,PLT002,GEN003,2024-08-05 00:43:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,202,2024-08-05 04:05:00,OPR010
ALM001014,PLT004,GEN005,2024-09-21 12:15:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,366,2024-09-21 18:21:00,OPR001
ALM001015,PLT005,TRB006,2024-04-23 20:39:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,407,2024-04-24 03:26:00,OPR001
ALM001016,PLT001,GEN001,2024-04-23 02:24:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,421,2024-04-23 09:25:00,OPR011
ALM001017,PLT004,TRB005,2024-01-26 08:54:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,290,2024-01-26 13:44:00,OPR003
ALM001018,PLT002,TRB003,2024-01-25 21:50:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,440,2024-01-26 05:10:00,OPR007
ALM001019,PLT004,GEN005,2024-07-26 08:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,194,2024-07-26 11:16:00,OPR005
ALM001020,PLT004,TRB005,2024-09-26 17:54:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,388,2024-09-27 00:22:00,OPR012
ALM001021,PLT004,GEN005,2024-09-21 00:00:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,106,2024-09-21 01:46:00,OPR004
ALM001022,PLT001,TRB002,2024-07-07 16:44:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,236,2024-07-07 20:40:00,OPR009
ALM001023,PLT001,GEN002,2024-07-17 14:28:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,342,2024-07-17 20:10:00,OPR006
ALM001024,PLT005,TRB006,2024-04-14 21:43:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,327,2024-04-15 03:10:00,OPR002
ALM001025,PLT002,GEN003,2024-06-20 04:36:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,220,2024-06-20 08:16:00,OPR005
ALM001026,PLT005,TRB006,2024-03-04 22:07:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-03-04 22:11:00,OPR010
ALM001027,PLT003,GEN004,2024-04-27 09:03:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,168,2024-04-27 11:51:00,OPR005
ALM001028,PLT001,GEN002,2024-06-15 11:45:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,285,2024-06-15 16:30:00,OPR001
ALM001029,PLT005,TRB006,2024-12-24 16:25:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,307,2024-12-24 21:32:00,OPR008
ALM001030,PLT004,TRB005,2024-04-25 13:01:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,188,2024-04-25 16:09:00,OPR002
ALM001031,PLT001,TRB001,2024-06-30 06:22:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,289,2024-06-30 11:11:00,OPR004
ALM001032,PLT005,GEN006,2024-06-14 16:03:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,28,2024-06-14 16:31:00,OPR001
ALM001033,PLT005,GEN006,2024-02-13 16:02:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,401,2024-02-13 22:43:00,OPR001
ALM001034,PLT005,GEN006,2024-04-11 23:04:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,474,2024-04-12 06:58:00,OPR007
ALM001035,PLT004,GEN005,2024-08-19 06:51:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,458,2024-08-19 14:29:00,OPR006
ALM001036,PLT001,TRB001,2024-04-17 16:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,7,2024-04-17 16:09:00,OPR007
ALM001037,PLT001,GEN001,2024-04-12 00:07:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,310,2024-04-12 05:17:00,OPR003
ALM001038,PLT003,GEN004,2024-10-12 19:10:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,124,2024-10-12 21:14:00,OPR005
ALM001039,PLT005,TRB006,2024-03-29 09:29:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,44,2024-03-29 10:13:00,OPR006
ALM001040,PLT003,TRB004,2024-02-17 10:56:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,326,2024-02-17 16:22:00,OPR003
ALM001041,PLT005,GEN006,2024-10-12 18:22:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,317,2024-10-12 23:39:00,OPR009
ALM001042,PLT004,TRB005,2024-11-14 13:40:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,313,2024-11-14 18:53:00,OPR001
ALM001043,PLT002,TRB003,2024-09-24 13:34:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,204,2024-09-24 16:58:00,OPR002
ALM001044,PLT001,TRB002,2024-11-15 15:49:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,166,2024-11-15 18:35:00,OPR003
ALM001045,PLT004,TRB005,2024-10-24 21:57:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,6,2024-10-24 22:03:00,OPR005
ALM001046,PLT002,GEN003,2024-09-24 05:31:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,147,2024-09-24 07:58:00,OPR007
ALM001047,PLT001,TRB001,2024-06-08 09:14:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-06-08 09:18:00,OPR011
ALM001048,PLT004,TRB005,2024-11-06 01:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,304,2024-11-06 06:06:00,OPR001
ALM001049,PLT004,TRB005,2024-04-25 19:03:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,134,2024-04-25 21:17:00,OPR002
ALM001050,PLT001,GEN001,2024-07-18 07:13:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,59,2024-07-18 08:12:00,OPR005
ALM001051,PLT004,GEN005,2024-04-13 00:03:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,371,2024-04-13 06:14:00,OPR010
ALM001052,PLT001,GEN002,2024-07-14 02:55:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,317,2024-07-14 08:12:00,OPR012
ALM001053,PLT001,GEN001,2024-04-18 01:33:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,320,2024-04-18 06:53:00,OPR007
ALM001054,PLT004,GEN005,2024-05-04 02:51:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,12,2024-05-04 03:03:00,OPR010
ALM001055,PLT003,GEN004,2024-11-26 22:12:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,373,2024-11-27 04:25:00,OPR007
ALM001056,PLT002,TRB003,2024-04-07 13:04:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,368,2024-04-07 19:12:00,OPR007
ALM001057,PLT003,GEN004,2024-09-17 09:16:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,63,2024-09-17 10:19:00,OPR011
ALM001058,PLT002,GEN003,2024-03-24 20:49:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,333,2024-03-25 02:22:00,OPR007
ALM001059,PLT002,TRB003,2024-11-16 23:26:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,106,2024-11-17 01:12:00,OPR005
ALM001060,PLT003,GEN004,2024-08-09 06:57:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,191,2024-08-09 10:08:00,OPR011
ALM001061,PLT002,GEN003,2024-12-25 21:52:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,87,2024-12-25 23:19:00,OPR008
ALM001062,PLT004,GEN005,2024-09-05 13:25:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,213,2024-09-05 16:58:00,OPR001
ALM001063,PLT005,GEN006,2024-06-05 11:45:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,376,2024-06-05 18:01:00,OPR012
ALM001064,PLT005,TRB006,2024-05-16 09:36:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,174,2024-05-16 12:30:00,OPR012
ALM001065,PLT001,GEN002,2024-06-01 05:19:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-06-01 05:32:00,OPR010
ALM001066,PLT002,TRB003,2024-05-02 17:16:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,274,2024-05-02 21:50:00,OPR009
ALM001067,PLT004,GEN005,2024-01-04 01:42:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,471,2024-01-04 09:33:00,OPR006
ALM001068,PLT005,GEN006,2024-08-30 01:48:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,216,2024-08-30 05:24:00,OPR010
ALM001069,PLT001,GEN002,2024-04-18 02:47:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,316,2024-04-18 08:03:00,OPR008
ALM001070,PLT002,GEN003,2024-03-18 00:33:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,83,2024-03-18 01:56:00,OPR001
ALM001071,PLT004,GEN005,2024-01-12 04:33:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,15,2024-01-12 04:48:00,OPR009
ALM001072,PLT002,GEN003,2024-09-05 17:26:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,21,2024-09-05 17:47:00,OPR012
ALM001073,PLT001,GEN001,2024-05-11 07:39:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,112,2024-05-11 09:31:00,OPR010
ALM001074,PLT005,TRB006,2024-10-23 13:30:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,6,2024-10-23 13:36:00,OPR001
ALM001075,PLT003,GEN004,2024-05-18 20:44:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-05-18 20:48:00,OPR012
ALM001076,PLT001,GEN002,2024-04-03 01:29:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,341,2024-04-03 07:10:00,OPR009
ALM001077,PLT001,TRB002,2024-12-22 14:47:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,117,2024-12-22 16:44:00,OPR010
ALM001078,PLT005,TRB006,2024-04-25 15:29:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,160,2024-04-25 18:09:00,OPR008
ALM001079,PLT004,TRB005,2024-05-27 22:21:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,421,2024-05-28 05:22:00,OPR002
ALM001080,PLT001,GEN001,2024-09-06 17:54:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,160,2024-09-06 20:34:00,OPR010
ALM001081,PLT005,GEN006,2024-02-01 11:55:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,469,2024-02-01 19:44:00,OPR005
ALM001082,PLT002,GEN003,2024-09-28 16:27:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,334,2024-09-28 22:01:00,OPR009
ALM001083,PLT005,TRB006,2024-06-28 00:31:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,243,2024-06-28 04:34:00,OPR009
ALM001084,PLT005,GEN006,2024-10-24 18:52:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,191,2024-10-24 22:03:00,OPR011
ALM001085,PLT001,TRB001,2024-05-28 19:46:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,367,2024-05-29 01:53:00,OPR009
ALM001086,PLT002,GEN003,2024-03-27 13:49:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,182,2024-03-27 16:51:00,OPR003
ALM001087,PLT005,GEN006,2024-06-13 19:28:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,115,2024-06-13 21:23:00,OPR001
ALM001088,PLT004,GEN005,2024-10-13 03:03:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,274,2024-10-13 07:37:00,OPR012
ALM001089,PLT005,TRB006,2024-01-21 11:28:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,176,2024-01-21 14:24:00,OPR005
ALM001090,PLT001,TRB001,2024-04-13 03:26:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,301,2024-04-13 08:27:00,OPR010
ALM001091,PLT004,TRB005,2024-04-14 18:11:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,102,2024-04-14 19:53:00,OPR009
ALM001092,PLT001,GEN002,2024-02-13 08:08:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,325,2024-02-13 13:33:00,OPR005
ALM001093,PLT002,TRB003,2024-03-22 20:39:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,80,2024-03-22 21:59:00,OPR009
ALM001094,PLT003,TRB004,2024-05-30 10:13:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-05-30 10:17:00,OPR009
ALM001095,PLT003,GEN004,2024-06-02 14:46:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,312,2024-06-02 19:58:00,OPR010
ALM001096,PLT003,TRB004,2024-04-13 10:59:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,230,2024-04-13 14:49:00,OPR002
ALM001097,PLT005,TRB006,2024-04-15 07:52:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,73,2024-04-15 09:05:00,OPR004
ALM001098,PLT001,GEN001,2024-03-21 03:44:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,170,2024-03-21 06:34:00,OPR005
ALM001099,PLT005,GEN006,2024-01-22 16:28:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,161,2024-01-22 19:09:00,OPR007
ALM001100,PLT004,GEN005,2024-11-13 00:43:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,196,2024-11-13 03:59:00,OPR002
ALM001101,PLT003,TRB004,2024-07-13 21:40:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,128,2024-07-13 23:48:00,OPR002
ALM001102,PLT001,TRB002,2024-04-03 20:55:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,38,2024-04-03 21:33:00,OPR002
ALM001103,PLT001,GEN001,2024-09-22 05:49:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,464,2024-09-22 13:33:00,OPR005
ALM001104,PLT005,GEN006,2024-11-21 03:19:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,42,2024-11-21 04:01:00,OPR007
ALM001105,PLT002,GEN003,2024-06-25 15:32:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,270,2024-06-25 20:02:00,OPR005
ALM001106,PLT001,GEN001,2024-08-21 09:30:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,125,2024-08-21 11:35:00,OPR006
ALM001107,PLT003,GEN004,2024-09-12 12:30:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,395,2024-09-12 19:05:00,OPR002
ALM001108,PLT004,TRB005,2024-05-16 15:29:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,290,2024-05-16 20:19:00,OPR009
ALM001109,PLT004,TRB005,2024-02-12 02:36:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,227,2024-02-12 06:23:00,OPR006
ALM001110,PLT004,GEN005,2024-02-01 20:45:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,152,2024-02-01 23:17:00,OPR006
ALM001111,PLT002,GEN003,2024-09-12 08:58:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,442,2024-09-12 16:20:00,OPR011
ALM001112,PLT004,TRB005,2024-02-08 08:53:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,440,2024-02-08 16:13:00,OPR004
ALM001113,PLT005,GEN006,2024-07-29 02:36:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,340,2024-07-29 08:16:00,OPR003
ALM001114,PLT005,TRB006,2024-11-20 19:56:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,381,2024-11-21 02:17:00,OPR004
ALM001115,PLT001,GEN002,2024-01-24 08:28:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,172,2024-01-24 11:20:00,OPR008
ALM001116,PLT001,GEN002,2024-12-16 03:16:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,438,2024-12-16 10:34:00,OPR002
ALM001117,PLT004,GEN005,2024-01-16 03:43:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,424,2024-01-16 10:47:00,OPR011
ALM001118,PLT001,GEN001,2024-11-09 07:04:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,443,2024-11-09 14:27:00,OPR009
ALM001119,PLT003,GEN004,2024-11-01 23:28:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,165,2024-11-02 02:13:00,OPR002
ALM001120,PLT004,GEN005,2024-08-16 17:20:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,448,2024-08-17 00:48:00,OPR009
ALM001121,PLT005,GEN006,2024-04-10 19:29:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,389,2024-04-11 01:58:00,OPR007
ALM001122,PLT002,TRB003,2024-09-20 18:53:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,358,2024-09-21 00:51:00,OPR012
ALM001123,PLT004,GEN005,2024-12-29 09:56:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,87,2024-12-29 11:23:00,OPR001
ALM001124,PLT005,GEN006,2024-04-29 18:44:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,474,2024-04-30 02:38:00,OPR011
ALM001125,PLT003,TRB004,2024-05-23 15:28:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,64,2024-05-23 16:32:00,OPR009
ALM001126,PLT004,GEN005,2024-01-03 16:22:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,383,2024-01-03 22:45:00,OPR011
ALM001127,PLT004,TRB005,2024-04-01 07:39:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,11,2024-04-01 07:50:00,OPR003
ALM001128,PLT003,TRB004,2024-02-15 07:51:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,147,2024-02-15 10:18:00,OPR011
ALM001129,PLT001,TRB001,2024-05-20 19:42:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,347,2024-05-21 01:29:00,OPR008
ALM001130,PLT001,TRB002,2024-05-12 02:08:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,6,2024-05-12 02:14:00,OPR012
ALM001131,PLT003,TRB004,2024-01-10 16:56:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,59,2024-01-10 17:55:00,OPR011
ALM001132,PLT004,GEN005,2024-12-20 15:12:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,453,2024-12-20 22:45:00,OPR010
ALM001133,PLT004,GEN005,2024-02-22 14:36:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,108,2024-02-22 16:24:00,OPR009
ALM001134,PLT003,TRB004,2024-03-14 21:29:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,419,2024-03-15 04:28:00,OPR005
ALM001135,PLT004,TRB005,2024-07-13 10:28:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,48,2024-07-13 11:16:00,OPR011
ALM001136,PLT004,TRB005,2024-08-22 20:58:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,348,2024-08-23 02:46:00,OPR002
ALM001137,PLT003,GEN004,2024-04-01 18:43:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,120,2024-04-01 20:43:00,OPR001
ALM001138,PLT004,TRB005,2024-11-10 05:01:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,307,2024-11-10 10:08:00,OPR004
