reading_id,plant_id,reading_timestamp,mw_output,fuel_consumed_mscf,heat_rate_btu_kwh,load_factor_pct,frequency_hz,voltage_kv,status
RDG00006346,PLT001,2024-06-07 15:00:00,55.13,0.5348,9700.0,95.04,49.94,11.078,FULL_LOAD
RDG00006347,PLT002,2024-06-07 15:00:00,29.61,0.2847,9615.0,95.51,50.04,10.854,FULL_LOAD
RDG00006348,PLT003,2024-06-07 15:00:00,24.6,0.2352,9562.0,96.48,50.16,10.971,FULL_LOAD
RDG00006349,PLT004,2024-06-07 15:00:00,30.63,0.286,9336.0,92.8,50.22,10.818,PARTIAL_LOAD
RDG00006350,PLT005,2024-06-07 15:00:00,29.52,0.2846,9641.0,92.24,49.97,11.011,PARTIAL_LOAD
RDG00006351,PLT001,2024-06-07 18:00:00,48.42,0.445,9191.0,83.49,50.08,10.938,PARTIAL_LOAD
RDG00006352,PLT002,2024-06-07 18:00:00,26.97,0.2564,9508.0,86.98,50.06,11.231,PARTIAL_LOAD
RDG00006353,PLT003,2024-06-07 18:00:00,22.47,0.2142,9533.0,88.1,50.12,10.869,PARTIAL_LOAD
RDG00006354,PLT004,2024-06-07 18:00:00,29.68,0.2977,10029.0,89.95,49.99,10.844,PARTIAL_LOAD
RDG00006355,PLT005,2024-06-07 18:00:00,30.31,0.2842,9377.0,94.7,49.98,11.141,PARTIAL_LOAD
RDG00006356,PLT001,2024-06-07 21:00:00,45.24,0.4352,9619.0,78.0,49.96,11.156,PARTIAL_LOAD
RDG00006357,PLT002,2024-06-07 21:00:00,25.84,0.2462,9529.0,83.37,49.95,10.919,PARTIAL_LOAD
RDG00006358,PLT003,2024-06-07 21:00:00,20.3,0.1855,9140.0,79.61,50.04,10.754,PARTIAL_LOAD
RDG00006359,PLT004,2024-06-07 21:00:00,25.02,0.2429,9707.0,75.81,50.02,10.951,PARTIAL_LOAD
RDG00006360,PLT005,2024-06-07 21:00:00,25.61,0.2483,9697.0,80.04,50.06,11.09,PARTIAL_LOAD
RDG00006361,PLT001,2024-06-08 00:00:00,46.57,0.4664,10015.0,80.3,50.05,10.836,PARTIAL_LOAD
RDG00006362,PLT002,2024-06-08 00:00:00,25.35,0.246,9703.0,81.77,49.88,11.137,PARTIAL_LOAD
RDG00006363,PLT003,2024-06-08 00:00:00,19.0,0.1859,9786.0,74.5,49.92,10.936,PARTIAL_LOAD
RDG00006364,PLT004,2024-06-08 00:00:00,25.49,0.2429,9531.0,77.25,50.2,10.841,PARTIAL_LOAD
RDG00006365,PLT005,2024-06-08 00:00:00,25.05,0.2415,9639.0,78.28,50.07,11.16,PARTIAL_LOAD
RDG00006366,PLT001,2024-06-08 03:00:00,45.84,0.44,9598.0,79.04,50.01,11.015,PARTIAL_LOAD
RDG00006367,PLT002,2024-06-08 03:00:00,26.42,0.2628,9948.0,85.21,50.07,11.065,PARTIAL_LOAD
RDG00006368,PLT003,2024-06-08 03:00:00,19.6,0.1932,9856.0,76.88,50.04,10.916,PARTIAL_LOAD
RDG00006369,PLT004,2024-06-08 03:00:00,26.25,0.2464,9388.0,79.56,50.04,11.016,PARTIAL_LOAD
RDG00006370,PLT005,2024-06-08 03:00:00,26.53,0.2565,9667.0,82.89,50.08,11.266,PARTIAL_LOAD
RDG00006371,PLT001,2024-06-08 06:00:00,51.71,0.4924,9523.0,89.15,50.07,11.166,PARTIAL_LOAD
RDG00006372,PLT002,2024-06-08 06:00:00,27.38,0.2609,9528.0,88.34,49.89,11.193,PARTIAL_LOAD
RDG00006373,PLT003,2024-06-08 06:00:00,21.64,0.2167,10015.0,84.86,50.08,11.168,PARTIAL_LOAD
RDG00006374,PLT004,2024-06-08 06:00:00,28.75,0.2749,9562.0,87.13,49.88,10.696,PARTIAL_LOAD
RDG00006375,PLT005,2024-06-08 06:00:00,26.29,0.2451,9324.0,82.17,50.18,11.043,PARTIAL_LOAD
RDG00006376,PLT001,2024-06-08 09:00:00,54.0,0.4986,9234.0,93.1,50.01,11.048,PARTIAL_LOAD
RDG00006377,PLT002,2024-06-08 09:00:00,28.36,0.2674,9429.0,91.49,50.08,10.999,PARTIAL_LOAD
RDG00006378,PLT003,2024-06-08 09:00:00,23.4,0.2223,9502.0,91.75,50.26,11.128,PARTIAL_LOAD
RDG00006379,PLT004,2024-06-08 09:00:00,30.52,0.2898,9494.0,92.48,50.1,10.982,PARTIAL_LOAD
RDG00006380,PLT005,2024-06-08 09:00:00,29.98,0.292,9740.0,93.68,50.0,10.986,PARTIAL_LOAD
RDG00006381,PLT001,2024-06-08 12:00:00,58.0,0.5477,9443.0,100.0,49.95,11.048,FULL_LOAD
RDG00006382,PLT002,2024-06-08 12:00:00,30.02,0.2801,9329.0,96.84,49.91,10.975,FULL_LOAD
RDG00006383,PLT003,2024-06-08 12:00:00,25.5,0.2504,9819.0,100.0,49.84,10.885,FULL_LOAD
RDG00006384,PLT004,2024-06-08 12:00:00,31.42,0.3041,9680.0,95.23,50.05,11.322,FULL_LOAD
RDG00006385,PLT005,2024-06-08 12:00:00,32.0,0.3094,9670.0,100.0,49.86,11.016,FULL_LOAD
RDG00006386,PLT001,2024-06-08 15:00:00,54.05,0.5326,9854.0,93.19,49.85,10.94,PARTIAL_LOAD
RDG00006387,PLT002,2024-06-08 15:00:00,29.22,0.2712,9280.0,94.26,49.95,10.847,PARTIAL_LOAD
RDG00006388,PLT003,2024-06-08 15:00:00,24.65,0.2411,9779.0,96.66,49.87,10.767,FULL_LOAD
RDG00006389,PLT004,2024-06-08 15:00:00,32.39,0.3068,9472.0,98.15,49.86,11.281,FULL_LOAD
RDG00006390,PLT005,2024-06-08 15:00:00,29.96,0.2938,9808.0,93.62,49.73,10.878,PARTIAL_LOAD
RDG00006391,PLT001,2024-06-08 18:00:00,52.24,0.4887,9354.0,90.06,49.84,10.924,PARTIAL_LOAD
RDG00006392,PLT002,2024-06-08 18:00:00,27.25,0.2505,9192.0,87.89,50.13,10.927,PARTIAL_LOAD
RDG00006393,PLT003,2024-06-08 18:00:00,23.43,0.2335,9967.0,91.89,50.21,10.97,PARTIAL_LOAD
RDG00006394,PLT004,2024-06-08 18:00:00,29.08,0.2675,9198.0,88.11,49.87,10.734,PARTIAL_LOAD
RDG00006395,PLT005,2024-06-08 18:00:00,27.42,0.2656,9687.0,85.68,49.97,10.85,PARTIAL_LOAD
RDG00006396,PLT001,2024-06-08 21:00:00,49.15,0.4745,9654.0,84.74,50.16,10.67,PARTIAL_LOAD
RDG00006397,PLT002,2024-06-08 21:00:00,25.28,0.2475,9789.0,81.54,49.88,10.948,PARTIAL_LOAD
RDG00006398,PLT003,2024-06-08 21:00:00,21.37,0.2069,9682.0,83.78,49.87,11.039,PARTIAL_LOAD
RDG00006399,PLT004,2024-06-08 21:00:00,27.19,0.2509,9229.0,82.38,50.07,11.373,PARTIAL_LOAD
RDG00006400,PLT005,2024-06-08 21:00:00,24.55,0.228,9289.0,76.72,49.86,10.827,PARTIAL_LOAD
RDG00006401,PLT001,2024-06-09 00:00:00,47.43,0.4583,9662.0,81.77,50.02,10.985,PARTIAL_LOAD
RDG00006402,PLT002,2024-06-09 00:00:00,23.87,0.2282,9559.0,76.99,50.0,11.015,PARTIAL_LOAD
RDG00006403,PLT003,2024-06-09 00:00:00,20.47,0.1989,9716.0,80.26,50.05,11.337,PARTIAL_LOAD
RDG00006404,PLT004,2024-06-09 00:00:00,25.83,0.255,9874.0,78.27,49.94,10.792,PARTIAL_LOAD
RDG00006405,PLT005,2024-06-09 00:00:00,24.94,0.2374,9519.0,77.92,50.1,11.083,PARTIAL_LOAD
RDG00006406,PLT001,2024-06-09 03:00:00,47.3,0.4537,9593.0,81.55,49.94,11.043,PARTIAL_LOAD
RDG00006407,PLT002,2024-06-09 03:00:00,25.38,0.2383,9390.0,81.89,50.19,11.033,PARTIAL_LOAD
RDG00006408,PLT003,2024-06-09 03:00:00,20.67,0.2025,9795.0,81.07,49.93,10.886,PARTIAL_LOAD
RDG00006409,PLT004,2024-06-09 03:00:00,0.0,0.0,0.0,0.0,49.93,11.071,OFFLINE
RDG00006410,PLT005,2024-06-09 03:00:00,25.91,0.2547,9832.0,80.98,50.0,11.139,PARTIAL_LOAD
RDG00006411,PLT001,2024-06-09 06:00:00,50.53,0.4868,9634.0,87.12,49.98,11.017,PARTIAL_LOAD
RDG00006412,PLT002,2024-06-09 06:00:00,25.08,0.2344,9348.0,80.91,49.99,11.058,PARTIAL_LOAD
RDG00006413,PLT003,2024-06-09 06:00:00,23.94,0.2228,9308.0,93.88,50.01,11.11,PARTIAL_LOAD
RDG00006414,PLT004,2024-06-09 06:00:00,29.4,0.2766,9409.0,89.08,50.02,10.795,PARTIAL_LOAD
RDG00006415,PLT005,2024-06-09 06:00:00,28.45,0.268,9419.0,88.91,49.9,11.055,PARTIAL_LOAD
RDG00006416,PLT001,2024-06-09 09:00:00,55.85,0.5484,9820.0,96.3,49.89,11.198,FULL_LOAD
RDG00006417,PLT002,2024-06-09 09:00:00,29.9,0.2833,9474.0,96.45,49.88,11.121,FULL_LOAD
RDG00006418,PLT003,2024-06-09 09:00:00,23.51,0.2218,9435.0,92.18,50.15,10.941,PARTIAL_LOAD
RDG00006419,PLT004,2024-06-09 09:00:00,30.89,0.3004,9724.0,93.61,50.1,11.145,PARTIAL_LOAD
RDG00006420,PLT005,2024-06-09 09:00:00,30.5,0.2888,9469.0,95.3,49.94,10.939,FULL_LOAD
RDG00006421,PLT001,2024-06-09 12:00:00,54.77,0.5194,9484.0,94.43,49.91,10.965,PARTIAL_LOAD
RDG00006422,PLT002,2024-06-09 12:00:00,29.49,0.2792,9467.0,95.13,49.98,11.054,FULL_LOAD
RDG00006423,PLT003,2024-06-09 12:00:00,25.45,0.2372,9319.0,99.81,50.02,10.954,FULL_LOAD
RDG00006424,PLT004,2024-06-09 12:00:00,33.0,0.3165,9591.0,100.0,50.21,10.965,FULL_LOAD
RDG00006425,PLT005,2024-06-09 12:00:00,31.37,0.3039,9688.0,98.03,50.05,11.208,FULL_LOAD
RDG00006426,PLT001,2024-06-09 15:00:00,57.15,0.5218,9131.0,98.54,50.04,10.761,FULL_LOAD
RDG00006427,PLT002,2024-06-09 15:00:00,29.12,0.2817,9675.0,93.94,50.0,10.911,PARTIAL_LOAD
RDG00006428,PLT003,2024-06-09 15:00:00,25.03,0.2379,9505.0,98.16,49.89,11.003,FULL_LOAD
RDG00006429,PLT004,2024-06-09 15:00:00,31.55,0.2957,9373.0,95.6,49.94,10.729,FULL_LOAD
RDG00006430,PLT005,2024-06-09 15:00:00,30.6,0.2938,9601.0,95.64,50.19,10.954,FULL_LOAD
RDG00006431,PLT001,2024-06-09 18:00:00,53.59,0.5139,9589.0,92.39,50.13,10.989,PARTIAL_LOAD
RDG00006432,PLT002,2024-06-09 18:00:00,27.64,0.2674,9674.0,89.16,50.02,10.922,PARTIAL_LOAD
RDG00006433,PLT003,2024-06-09 18:00:00,23.29,0.2233,9586.0,91.33,50.07,11.147,PARTIAL_LOAD
RDG00006434,PLT004,2024-06-09 18:00:00,28.58,0.2672,9348.0,86.59,50.0,10.833,PARTIAL_LOAD
RDG00006435,PLT005,2024-06-09 18:00:00,28.49,0.2621,9200.0,89.04,49.94,11.217,PARTIAL_LOAD
RDG00006436,PLT001,2024-06-09 21:00:00,46.88,0.4359,9298.0,80.82,49.84,10.904,PARTIAL_LOAD
RDG00006437,PLT002,2024-06-09 21:00:00,26.03,0.2472,9495.0,83.96,49.99,10.91,PARTIAL_LOAD
RDG00006438,PLT003,2024-06-09 21:00:00,20.64,0.1887,9142.0,80.96,49.78,11.012,PARTIAL_LOAD
RDG00006439,PLT004,2024-06-09 21:00:00,28.3,0.2662,9408.0,85.74,49.98,10.879,PARTIAL_LOAD
RDG00006440,PLT005,2024-06-09 21:00:00,23.95,0.2262,9444.0,74.84,50.03,11.154,PARTIAL_LOAD
RDG00006441,PLT001,2024-06-10 00:00:00,47.96,0.45,9382.0,82.7,50.03,10.972,PARTIAL_LOAD
RDG00006442,PLT002,2024-06-10 00:00:00,24.34,0.2274,9344.0,78.5,49.95,11.019,PARTIAL_LOAD
RDG00006443,PLT003,2024-06-10 00:00:00,20.09,0.195,9706.0,78.79,50.05,10.973,PARTIAL_LOAD
RDG00006444,PLT004,2024-06-10 00:00:00,24.97,0.2398,9602.0,75.67,49.85,10.784,PARTIAL_LOAD
RDG00006445,PLT005,2024-06-10 00:00:00,25.31,0.2349,9282.0,79.08,50.15,10.851,PARTIAL_LOAD
RDG00006446,PLT001,2024-06-10 03:00:00,47.62,0.4472,9391.0,82.11,50.04,10.951,PARTIAL_LOAD
RDG00006447,PLT002,2024-06-10 03:00:00,24.62,0.2364,9601.0,79.43,49.82,10.791,PARTIAL_LOAD
RDG00006448,PLT003,2024-06-10 03:00:00,21.0,0.196,9334.0,82.35,49.91,11.099,PARTIAL_LOAD
RDG00006449,PLT004,2024-06-10 03:00:00,27.07,0.2501,9240.0,82.02,49.98,11.059,PARTIAL_LOAD
RDG00006450,PLT005,2024-06-10 03:00:00,25.67,0.2492,9708.0,80.22,49.85,10.922,PARTIAL_LOAD
RDG00006451,PLT001,2024-06-10 06:00:00,52.57,0.4902,9324.0,90.64,50.06,11.162,PARTIAL_LOAD
RDG00006452,PLT002,2024-06-10 06:00:00,26.57,0.2518,9477.0,85.71,50.1,11.17,PARTIAL_LOAD
RDG00006453,PLT003,2024-06-10 06:00:00,22.6,0.2159,9555.0,88.63,49.89,10.979,PARTIAL_LOAD
RDG00006454,PLT004,2024-06-10 06:00:00,29.41,0.2839,9654.0,89.11,49.92,11.024,PARTIAL_LOAD
RDG00006455,PLT005,2024-06-10 06:00:00,27.68,0.2631,9505.0,86.5,50.01,10.96,PARTIAL_LOAD
RDG00006456,PLT001,2024-06-10 09:00:00,53.59,0.4883,9111.0,92.4,50.06,10.796,PARTIAL_LOAD
RDG00006457,PLT002,2024-06-10 09:00:00,29.97,0.286,9542.0,96.68,50.05,10.896,FULL_LOAD
RDG00006458,PLT003,2024-06-10 09:00:00,23.76,0.2236,9409.0,93.19,49.89,10.811,PARTIAL_LOAD
RDG00006459,PLT004,2024-06-10 09:00:00,31.18,0.2915,9349.0,94.49,50.09,11.076,PARTIAL_LOAD
RDG00006460,PLT005,2024-06-10 09:00:00,31.37,0.2861,9119.0,98.03,49.85,11.053,FULL_LOAD
RDG00006461,PLT001,2024-06-10 12:00:00,58.0,0.5636,9718.0,100.0,49.91,11.167,FULL_LOAD
RDG00006462,PLT002,2024-06-10 12:00:00,31.0,0.2964,9560.0,100.0,49.93,10.778,FULL_LOAD
RDG00006463,PLT003,2024-06-10 12:00:00,24.97,0.2324,9308.0,97.92,49.92,11.012,FULL_LOAD
RDG00006464,PLT004,2024-06-10 12:00:00,31.53,0.3041,9645.0,95.55,50.08,10.906,FULL_LOAD
RDG00006465,PLT005,2024-06-10 12:00:00,31.0,0.2872,9265.0,96.88,50.09,11.076,FULL_LOAD
RDG00006466,PLT001,2024-06-10 15:00:00,56.09,0.5316,9478.0,96.7,49.9,10.913,FULL_LOAD
RDG00006467,PLT002,2024-06-10 15:00:00,29.63,0.2762,9322.0,95.59,50.02,11.107,FULL_LOAD
RDG00006468,PLT003,2024-06-10 15:00:00,24.18,0.2296,9494.0,94.81,50.01,10.932,PARTIAL_LOAD
RDG00006469,PLT004,2024-06-10 15:00:00,31.74,0.298,9389.0,96.19,50.03,10.993,FULL_LOAD
RDG00006470,PLT005,2024-06-10 15:00:00,30.76,0.2942,9563.0,96.11,49.97,10.92,FULL_LOAD
RDG00006471,PLT001,2024-06-10 18:00:00,51.73,0.4978,9624.0,89.18,49.99,11.073,PARTIAL_LOAD
RDG00006472,PLT002,2024-06-10 18:00:00,26.82,0.2594,9673.0,86.52,49.91,11.044,PARTIAL_LOAD
RDG00006473,PLT003,2024-06-10 18:00:00,22.93,0.2214,9657.0,89.91,50.02,10.824,PARTIAL_LOAD
RDG00006474,PLT004,2024-06-10 18:00:00,30.38,0.296,9743.0,92.06,49.92,10.959,PARTIAL_LOAD
RDG00006475,PLT005,2024-06-10 18:00:00,28.88,0.2757,9548.0,90.24,50.03,10.885,PARTIAL_LOAD
RDG00006476,PLT001,2024-06-10 21:00:00,47.22,0.4453,9431.0,81.41,50.12,10.877,PARTIAL_LOAD
RDG00006477,PLT002,2024-06-10 21:00:00,25.19,0.2449,9722.0,81.27,50.06,10.981,PARTIAL_LOAD
RDG00006478,PLT003,2024-06-10 21:00:00,20.16,0.1906,9454.0,79.08,50.07,11.111,PARTIAL_LOAD
RDG00006479,PLT004,2024-06-10 21:00:00,27.31,0.2711,9925.0,82.75,50.18,10.79,PARTIAL_LOAD
RDG00006480,PLT005,2024-06-10 21:00:00,26.77,0.2562,9570.0,83.67,50.07,10.929,PARTIAL_LOAD
RDG00006481,PLT001,2024-06-11 00:00:00,45.95,0.4266,9284.0,79.22,50.0,10.995,PARTIAL_LOAD
RDG00006482,PLT002,2024-06-11 00:00:00,25.68,0.2398,9339.0,82.84,49.89,10.827,PARTIAL_LOAD
RDG00006483,PLT003,2024-06-11 00:00:00,19.73,0.1856,9409.0,77.38,49.98,11.001,PARTIAL_LOAD
RDG00006484,PLT004,2024-06-11 00:00:00,25.8,0.2466,9557.0,78.19,49.93,11.216,PARTIAL_LOAD
RDG00006485,PLT005,2024-06-11 00:00:00,24.8,0.2363,9530.0,77.5,50.08,11.07,PARTIAL_LOAD
RDG00006486,PLT001,2024-06-11 03:00:00,46.21,0.4398,9518.0,79.68,50.09,10.693,PARTIAL_LOAD
RDG00006487,PLT002,2024-06-11 03:00:00,25.51,0.2408,9440.0,82.28,50.06,11.214,PARTIAL_LOAD
RDG00006488,PLT003,2024-06-11 03:00:00,21.2,0.2013,9497.0,83.15,50.28,11.091,PARTIAL_LOAD
RDG00006489,PLT004,2024-06-11 03:00:00,26.29,0.2435,9262.0,79.67,49.86,10.932,PARTIAL_LOAD
RDG00006490,PLT005,2024-06-11 03:00:00,26.29,0.259,9853.0,82.14,50.05,11.107,PARTIAL_LOAD
RDG00006491,PLT001,2024-06-11 06:00:00,51.63,0.4754,9208.0,89.02,50.07,10.938,PARTIAL_LOAD
RDG00006492,PLT002,2024-06-11 06:00:00,27.03,0.2594,9597.0,87.21,49.87,10.786,PARTIAL_LOAD
RDG00006493,PLT003,2024-06-11 06:00:00,23.1,0.212,9177.0,90.59,49.87,11.179,PARTIAL_LOAD
RDG00006494,PLT004,2024-06-11 06:00:00,30.6,0.2977,9730.0,92.73,49.93,10.987,PARTIAL_LOAD
RDG00006495,PLT005,2024-06-11 06:00:00,27.91,0.2555,9153.0,87.22,50.09,10.994,PARTIAL_LOAD
RDG00006496,PLT001,2024-06-11 09:00:00,55.86,0.5499,9844.0,96.32,50.13,10.966,FULL_LOAD
RDG00006497,PLT002,2024-06-11 09:00:00,29.93,0.2859,9552.0,96.56,50.01,11.214,FULL_LOAD
RDG00006498,PLT003,2024-06-11 09:00:00,23.55,0.2265,9619.0,92.34,49.99,11.188,PARTIAL_LOAD
RDG00006499,PLT004,2024-06-11 09:00:00,30.77,0.3045,9896.0,93.25,49.99,11.208,PARTIAL_LOAD
RDG00006500,PLT005,2024-06-11 09:00:00,30.1,0.2895,9619.0,94.06,50.11,11.09,PARTIAL_LOAD
RDG00006501,PLT001,2024-06-11 12:00:00,55.96,0.5257,9395.0,96.49,49.98,11.163,FULL_LOAD
RDG00006502,PLT002,2024-06-11 12:00:00,30.62,0.2848,9301.0,98.76,50.09,10.746,FULL_LOAD
RDG00006503,PLT003,2024-06-11 12:00:00,23.49,0.2231,9496.0,92.12,50.03,11.052,PARTIAL_LOAD
RDG00006504,PLT004,2024-06-11 12:00:00,32.48,0.3104,9557.0,98.42,49.95,10.832,FULL_LOAD
RDG00006505,PLT005,2024-06-11 12:00:00,32.0,0.2992,9350.0,100.0,50.01,11.186,FULL_LOAD
RDG00006506,PLT001,2024-06-11 15:00:00,51.91,0.5067,9761.0,89.51,49.98,11.113,PARTIAL_LOAD
RDG00006507,PLT002,2024-06-11 15:00:00,30.74,0.2914,9480.0,99.17,49.84,10.866,FULL_LOAD
RDG00006508,PLT003,2024-06-11 15:00:00,23.75,0.2206,9289.0,93.13,50.02,11.254,PARTIAL_LOAD
RDG00006509,PLT004,2024-06-11 15:00:00,30.08,0.2829,9405.0,91.16,49.96,11.017,PARTIAL_LOAD
RDG00006510,PLT005,2024-06-11 15:00:00,31.29,0.2891,9238.0,97.78,49.93,10.85,FULL_LOAD
RDG00006511,PLT001,2024-06-11 18:00:00,49.77,0.4646,9335.0,85.8,50.07,10.765,PARTIAL_LOAD
RDG00006512,PLT002,2024-06-11 18:00:00,27.57,0.2593,9405.0,88.92,50.05,10.968,PARTIAL_LOAD
RDG00006513,PLT003,2024-06-11 18:00:00,23.57,0.2277,9662.0,92.44,50.0,11.112,PARTIAL_LOAD
RDG00006514,PLT004,2024-06-11 18:00:00,27.99,0.2604,9303.0,84.8,50.15,10.985,PARTIAL_LOAD
RDG00006515,PLT005,2024-06-11 18:00:00,26.21,0.2498,9531.0,81.89,49.86,10.717,PARTIAL_LOAD
RDG00006516,PLT001,2024-06-11 21:00:00,43.89,0.4291,9776.0,75.67,50.01,11.031,PARTIAL_LOAD
RDG00006517,PLT002,2024-06-11 21:00:00,25.86,0.2465,9532.0,83.42,49.99,10.711,PARTIAL_LOAD
RDG00006518,PLT003,2024-06-11 21:00:00,20.77,0.1989,9574.0,81.43,50.02,10.962,PARTIAL_LOAD
RDG00006519,PLT004,2024-06-11 21:00:00,27.66,0.2551,9222.0,83.81,50.13,10.984,PARTIAL_LOAD
RDG00006520,PLT005,2024-06-11 21:00:00,26.34,0.2525,9586.0,82.3,49.81,10.93,PARTIAL_LOAD
RDG00006521,PLT001,2024-06-12 00:00:00,46.44,0.4538,9772.0,80.07,49.99,11.015,PARTIAL_LOAD
RDG00006522,PLT002,2024-06-12 00:00:00,25.12,0.2409,9588.0,81.04,50.07,11.009,PARTIAL_LOAD
RDG00006523,PLT003,2024-06-12 00:00:00,21.21,0.2051,9669.0,83.16,49.97,11.106,PARTIAL_LOAD
RDG00006524,PLT004,2024-06-12 00:00:00,24.32,0.2291,9421.0,73.69,49.91,11.025,PARTIAL_LOAD
RDG00006525,PLT005,2024-06-12 00:00:00,23.91,0.2297,9608.0,74.71,49.95,11.103,PARTIAL_LOAD
RDG00006526,PLT001,2024-06-12 03:00:00,44.06,0.4231,9602.0,75.96,49.97,11.081,PARTIAL_LOAD
RDG00006527,PLT002,2024-06-12 03:00:00,25.35,0.2435,9605.0,81.77,49.88,10.958,PARTIAL_LOAD
RDG00006528,PLT003,2024-06-12 03:00:00,21.46,0.2027,9447.0,84.14,49.97,10.867,PARTIAL_LOAD
RDG00006529,PLT004,2024-06-12 03:00:00,26.75,0.2575,9625.0,81.07,50.1,11.003,PARTIAL_LOAD
RDG00006530,PLT005,2024-06-12 03:00:00,23.8,0.2187,9188.0,74.38,49.94,11.134,PARTIAL_LOAD
RDG00006531,PLT001,2024-06-12 06:00:00,50.96,0.4865,9546.0,87.87,49.9,10.991,PARTIAL_LOAD
RDG00006532,PLT002,2024-06-12 06:00:00,29.17,0.2753,9439.0,94.1,49.99,11.099,PARTIAL_LOAD
RDG00006533,PLT003,2024-06-12 06:00:00,22.64,0.2145,9474.0,88.79,50.11,11.109,PARTIAL_LOAD
RDG00006534,PLT004,2024-06-12 06:00:00,29.32,0.2763,9425.0,88.85,49.98,11.058,PARTIAL_LOAD
RDG00006535,PLT005,2024-06-12 06:00:00,28.55,0.2661,9322.0,89.21,50.19,11.041,PARTIAL_LOAD
RDG00006536,PLT001,2024-06-12 09:00:00,57.78,0.5468,9464.0,99.62,49.94,11.283,FULL_LOAD
RDG00006537,PLT002,2024-06-12 09:00:00,28.8,0.2737,9502.0,92.89,50.06,10.988,PARTIAL_LOAD
RDG00006538,PLT003,2024-06-12 09:00:00,24.53,0.2303,9389.0,96.19,50.02,10.976,FULL_LOAD
RDG00006539,PLT004,2024-06-12 09:00:00,32.55,0.3053,9380.0,98.63,50.04,10.987,FULL_LOAD
RDG00006540,PLT005,2024-06-12 09:00:00,31.4,0.2921,9301.0,98.13,49.93,11.031,FULL_LOAD
RDG00006541,PLT001,2024-06-12 12:00:00,57.74,0.5406,9363.0,99.55,50.06,10.775,FULL_LOAD
RDG00006542,PLT002,2024-06-12 12:00:00,29.32,0.2779,9479.0,94.59,49.97,11.298,PARTIAL_LOAD
RDG00006543,PLT003,2024-06-12 12:00:00,25.5,0.2514,9858.0,100.0,50.11,10.649,FULL_LOAD
RDG00006544,PLT004,2024-06-12 12:00:00,33.0,0.3191,9670.0,100.0,49.84,11.021,FULL_LOAD
RDG00006545,PLT005,2024-06-12 12:00:00,32.0,0.3025,9452.0,100.0,50.12,10.95,FULL_LOAD
RDG00006546,PLT001,2024-06-12 15:00:00,56.86,0.5249,9232.0,98.04,50.06,10.906,FULL_LOAD
RDG00006547,PLT002,2024-06-12 15:00:00,28.3,0.2743,9693.0,91.28,50.06,10.955,PARTIAL_LOAD
RDG00006548,PLT003,2024-06-12 15:00:00,24.16,0.2305,9542.0,94.76,49.99,11.009,PARTIAL_LOAD
RDG00006549,PLT004,2024-06-12 15:00:00,32.4,0.3067,9465.0,98.17,49.9,11.244,FULL_LOAD
RDG00006550,PLT005,2024-06-12 15:00:00,29.8,0.2864,9611.0,93.13,49.93,11.14,PARTIAL_LOAD
RDG00006551,PLT001,2024-06-12 18:00:00,50.56,0.4761,9416.0,87.17,50.13,11.106,PARTIAL_LOAD
RDG00006552,PLT002,2024-06-12 18:00:00,27.53,0.2653,9638.0,88.81,50.06,11.073,PARTIAL_LOAD
RDG00006553,PLT003,2024-06-12 18:00:00,21.99,0.2088,9493.0,86.25,49.95,11.067,PARTIAL_LOAD
RDG00006554,PLT004,2024-06-12 18:00:00,28.73,0.268,9328.0,87.05,49.96,11.004,PARTIAL_LOAD
RDG00006555,PLT005,2024-06-12 18:00:00,28.46,0.2704,9501.0,88.95,49.93,11.001,PARTIAL_LOAD
RDG00006556,PLT001,2024-06-12 21:00:00,49.47,0.4741,9583.0,85.29,50.14,11.129,PARTIAL_LOAD
RDG00006557,PLT002,2024-06-12 21:00:00,25.0,0.2342,9369.0,80.66,50.15,11.032,PARTIAL_LOAD
RDG00006558,PLT003,2024-06-12 21:00:00,20.67,0.1986,9609.0,81.04,50.01,11.007,PARTIAL_LOAD
RDG00006559,PLT004,2024-06-12 21:00:00,26.55,0.2513,9464.0,80.44,49.91,11.248,PARTIAL_LOAD
RDG00006560,PLT005,2024-06-12 21:00:00,25.89,0.2483,9590.0,80.9,49.9,11.192,PARTIAL_LOAD
RDG00006561,PLT001,2024-06-13 00:00:00,48.61,0.4548,9356.0,83.82,50.04,11.243,PARTIAL_LOAD
RDG00006562,PLT002,2024-06-13 00:00:00,24.03,0.2332,9703.0,77.51,50.12,11.101,PARTIAL_LOAD
RDG00006563,PLT003,2024-06-13 00:00:00,19.02,0.1821,9575.0,74.61,50.07,10.877,PARTIAL_LOAD
RDG00006564,PLT004,2024-06-13 00:00:00,26.08,0.2493,9559.0,79.03,50.05,11.106,PARTIAL_LOAD
RDG00006565,PLT005,2024-06-13 00:00:00,25.1,0.2442,9730.0,78.45,49.97,11.045,PARTIAL_LOAD
RDG00006566,PLT001,2024-06-13 03:00:00,48.8,0.4593,9411.0,84.14,50.04,10.96,PARTIAL_LOAD
RDG00006567,PLT002,2024-06-13 03:00:00,27.8,0.27,9711.0,89.69,49.92,11.184,PARTIAL_LOAD
RDG00006568,PLT003,2024-06-13 03:00:00,19.86,0.187,9416.0,77.89,50.13,11.141,PARTIAL_LOAD
