delivery_id,plant_id,delivery_date,fuel_type,volume_mscf,unit_cost_usd_mscf,total_cost_usd,supplier,pipeline_segment
FUL00470,PLT005,2024-07-05,Natural Gas,2128.76,4.0056,8526.91,Ghana National Gas Company,Prestea RMS
FUL00471,PLT001,2024-07-07,Natural Gas,2119.5,4.1855,8871.12,Ghana National Gas Company,Prestea RMS
FUL00472,PLT002,2024-07-07,Natural Gas,2090.38,4.3972,9191.92,Ghana National Gas Company,Takoradi RMS
FUL00473,PLT003,2024-07-07,Natural Gas,1341.94,3.8921,5223.01,Ghana National Gas Company,Prestea RMS
FUL00474,PLT004,2024-07-07,Natural Gas,2340.63,3.9126,9157.96,Ghana National Gas Company,Takoradi RMS
FUL00475,PLT005,2024-07-07,Natural Gas,2346.4,4.4881,10530.91,Ghana National Gas Company,Prestea RMS
FUL00476,PLT001,2024-07-09,Natural Gas,1958.75,4.584,8978.82,Ghana National Gas Company,Prestea RMS
FUL00477,PLT002,2024-07-09,Natural Gas,2347.63,4.4437,10432.09,Ghana National Gas Company,Takoradi RMS
FUL00478,PLT003,2024-07-09,Natural Gas,1385.24,4.4325,6140.14,Ghana National Gas Company,Prestea RMS
FUL00479,PLT004,2024-07-09,Natural Gas,822.27,4.2293,3477.59,Ghana National Gas Company,Takoradi RMS
FUL00480,PLT005,2024-07-09,Natural Gas,1527.66,4.3383,6627.39,Ghana National Gas Company,Prestea RMS
FUL00481,PLT001,2024-07-11,Natural Gas,1875.75,4.2676,8005.04,Ghana National Gas Company,Prestea RMS
FUL00482,PLT002,2024-07-11,Natural Gas,2115.87,4.5522,9631.93,Ghana National Gas Company,Takoradi RMS
FUL00483,PLT003,2024-07-11,Natural Gas,973.35,3.9871,3880.8,Ghana National Gas Company,Prestea RMS
FUL00484,PLT004,2024-07-11,Natural Gas,840.04,4.5074,3786.39,Ghana National Gas Company,Takoradi RMS
FUL00485,PLT005,2024-07-11,Natural Gas,1698.25,4.5322,7696.82,Ghana National Gas Company,Prestea RMS
FUL00486,PLT001,2024-07-13,Natural Gas,1154.19,3.8506,4444.29,Ghana National Gas Company,Prestea RMS
FUL00487,PLT002,2024-07-13,Natural Gas,2118.17,4.5275,9590.04,Ghana National Gas Company,Takoradi RMS
FUL00488,PLT003,2024-07-13,Natural Gas,1283.5,4.1266,5296.54,Ghana National Gas Company,Prestea RMS
FUL00489,PLT004,2024-07-13,Natural Gas,1023.64,4.557,4664.74,Ghana National Gas Company,Takoradi RMS
FUL00490,PLT005,2024-07-13,Natural Gas,1286.98,4.1941,5397.72,Ghana National Gas Company,Prestea RMS
FUL00491,PLT001,2024-07-15,Natural Gas,955.51,4.5098,4309.17,Ghana National Gas Company,Prestea RMS
FUL00492,PLT002,2024-07-15,Natural Gas,1017.06,4.1629,4233.93,Ghana National Gas Company,Takoradi RMS
FUL00493,PLT003,2024-07-15,Natural Gas,1872.78,4.3945,8229.95,Ghana National Gas Company,Prestea RMS
FUL00494,PLT004,2024-07-15,Natural Gas,2313.56,4.1353,9567.27,Ghana National Gas Company,Takoradi RMS
FUL00495,PLT005,2024-07-15,Natural Gas,1987.63,3.9236,7798.7,Ghana National Gas Company,Prestea RMS
FUL00496,PLT001,2024-07-17,Natural Gas,1463.82,3.8792,5678.48,Ghana National Gas Company,Prestea RMS
FUL00497,PLT002,2024-07-17,Natural Gas,1582.96,4.1265,6532.07,Ghana National Gas Company,Takoradi RMS
FUL00498,PLT003,2024-07-17,Natural Gas,2322.43,3.8262,8886.02,Ghana National Gas Company,Prestea RMS
FUL00499,PLT004,2024-07-17,Natural Gas,1392.85,4.1547,5786.88,Ghana National Gas Company,Takoradi RMS
FUL00500,PLT005,2024-07-17,Natural Gas,2320.89,4.4844,10407.71,Ghana National Gas Company,Prestea RMS
FUL00501,PLT001,2024-07-19,Natural Gas,958.97,4.3485,4170.12,Ghana National Gas Company,Prestea RMS
FUL00502,PLT002,2024-07-19,Natural Gas,1671.15,4.5823,7657.67,Ghana National Gas Company,Takoradi RMS
FUL00503,PLT003,2024-07-19,Natural Gas,1373.88,4.1185,5658.34,Ghana National Gas Company,Prestea RMS
FUL00504,PLT004,2024-07-19,Natural Gas,1103.69,3.8977,4301.88,Ghana National Gas Company,Takoradi RMS
FUL00505,PLT005,2024-07-19,Natural Gas,2156.85,4.1638,8980.64,Ghana National Gas Company,Prestea RMS
FUL00506,PLT001,2024-07-21,Natural Gas,1860.43,4.3134,8024.71,Ghana National Gas Company,Prestea RMS
FUL00507,PLT002,2024-07-21,Natural Gas,1755.43,3.8171,6700.63,Ghana National Gas Company,Takoradi RMS
FUL00508,PLT003,2024-07-21,Natural Gas,2058.87,3.9949,8224.89,Ghana National Gas Company,Prestea RMS
FUL00509,PLT004,2024-07-21,Natural Gas,1001.48,4.2517,4257.95,Ghana National Gas Company,Takoradi RMS
FUL00510,PLT005,2024-07-21,Natural Gas,909.78,4.4121,4014.06,Ghana National Gas Company,Prestea RMS
FUL00511,PLT001,2024-07-23,Natural Gas,1131.45,3.9728,4494.98,Ghana National Gas Company,Prestea RMS
FUL00512,PLT002,2024-07-23,Natural Gas,2191.51,4.0628,8903.77,Ghana National Gas Company,Takoradi RMS
FUL00513,PLT003,2024-07-23,Natural Gas,1036.09,4.5204,4683.57,Ghana National Gas Company,Prestea RMS
FUL00514,PLT004,2024-07-23,Natural Gas,804.54,4.4867,3609.75,Ghana National Gas Company,Takoradi RMS
FUL00515,PLT005,2024-07-23,Natural Gas,1031.5,3.904,4026.97,Ghana National Gas Company,Prestea RMS
FUL00516,PLT001,2024-07-25,Natural Gas,1201.05,3.9396,4731.65,Ghana National Gas Company,Prestea RMS
FUL00517,PLT002,2024-07-25,Natural Gas,1857.69,3.8206,7097.54,Ghana National Gas Company,Takoradi RMS
FUL00518,PLT003,2024-07-25,Natural Gas,823.78,4.432,3650.98,Ghana National Gas Company,Prestea RMS
FUL00519,PLT004,2024-07-25,Natural Gas,1180.69,4.059,4792.44,Ghana National Gas Company,Takoradi RMS
FUL00520,PLT005,2024-07-25,Natural Gas,1078.79,3.8419,4144.62,Ghana National Gas Company,Prestea RMS
FUL00521,PLT001,2024-07-27,Natural Gas,1986.75,4.2209,8385.81,Ghana National Gas Company,Prestea RMS
FUL00522,PLT002,2024-07-27,Natural Gas,1993.06,4.181,8332.98,Ghana National Gas Company,Takoradi RMS
FUL00523,PLT003,2024-07-27,Natural Gas,2044.83,4.2106,8609.94,Ghana National Gas Company,Prestea RMS
FUL00524,PLT004,2024-07-27,Natural Gas,974.49,4.2031,4095.85,Ghana National Gas Company,Takoradi RMS
FUL00525,PLT005,2024-07-27,Natural Gas,2312.67,3.8347,8868.38,Ghana National Gas Company,Prestea RMS
FUL00526,PLT001,2024-07-29,Natural Gas,2053.16,4.4936,9226.05,Ghana National Gas Company,Prestea RMS
FUL00527,PLT002,2024-07-29,Natural Gas,1634.32,4.1664,6809.29,Ghana National Gas Company,Takoradi RMS
FUL00528,PLT003,2024-07-29,Natural Gas,2342.44,3.8487,9015.26,Ghana National Gas Company,Prestea RMS
FUL00529,PLT004,2024-07-29,Natural Gas,1566.37,4.1213,6455.47,Ghana National Gas Company,Takoradi RMS
FUL00530,PLT005,2024-07-29,Natural Gas,1897.76,4.1922,7955.82,Ghana National Gas Company,Prestea RMS
FUL00531,PLT001,2024-07-31,Natural Gas,2255.52,3.8588,8703.58,Ghana National Gas Company,Prestea RMS
FUL00532,PLT002,2024-07-31,Natural Gas,929.26,4.2866,3983.4,Ghana National Gas Company,Takoradi RMS
FUL00533,PLT003,2024-07-31,Natural Gas,905.09,4.02,3638.47,Ghana National Gas Company,Prestea RMS
FUL00534,PLT004,2024-07-31,Natural Gas,1812.92,4.2387,7684.4,Ghana National Gas Company,Takoradi RMS
FUL00535,PLT005,2024-07-31,Natural Gas,1320.3,4.5957,6067.71,Ghana National Gas Company,Prestea RMS
FUL00536,PLT001,2024-08-02,Natural Gas,1648.89,4.163,6864.28,Ghana National Gas Company,Prestea RMS
FUL00537,PLT002,2024-08-02,Natural Gas,1768.68,3.8793,6861.32,Ghana National Gas Company,Takoradi RMS
FUL00538,PLT003,2024-08-02,Natural Gas,1922.85,4.4822,8618.66,Ghana National Gas Company,Prestea RMS
FUL00539,PLT004,2024-08-02,Natural Gas,1841.47,4.4152,8130.4,Ghana National Gas Company,Takoradi RMS
FUL00540,PLT005,2024-08-02,Natural Gas,1953.34,3.972,7758.7,Ghana National Gas Company,Prestea RMS
FUL00541,PLT001,2024-08-04,Natural Gas,1522.49,3.9828,6063.77,Ghana National Gas Company,Prestea RMS
FUL00542,PLT002,2024-08-04,Natural Gas,1342.29,4.1628,5587.68,Ghana National Gas Company,Takoradi RMS
FUL00543,PLT003,2024-08-04,Natural Gas,1465.58,3.8761,5680.69,Ghana National Gas Company,Prestea RMS
FUL00544,PLT004,2024-08-04,Natural Gas,1482.82,4.3321,6423.7,Ghana National Gas Company,Takoradi RMS
FUL00545,PLT005,2024-08-04,Natural Gas,1398.88,3.9221,5486.56,Ghana National Gas Company,Prestea RMS
FUL00546,PLT001,2024-08-06,Natural Gas,2276.78,3.8537,8774.04,Ghana National Gas Company,Prestea RMS
FUL00547,PLT002,2024-08-06,Natural Gas,2130.84,3.8746,8256.12,Ghana National Gas Company,Takoradi RMS
FUL00548,PLT003,2024-08-06,Natural Gas,954.5,4.391,4191.24,Ghana National Gas Company,Prestea RMS
FUL00549,PLT004,2024-08-06,Natural Gas,2098.83,4.2451,8909.74,Ghana National Gas Company,Takoradi RMS
FUL00550,PLT005,2024-08-06,Natural Gas,1738.34,4.2493,7386.67,Ghana National Gas Company,Prestea RMS
FUL00551,PLT001,2024-08-08,Natural Gas,1327.43,3.8978,5174.04,Ghana National Gas Company,Prestea RMS
FUL00552,PLT002,2024-08-08,Natural Gas,1365.76,4.3323,5916.84,Ghana National Gas Company,Takoradi RMS
FUL00553,PLT003,2024-08-08,Natural Gas,2000.45,4.4945,8990.97,Ghana National Gas Company,Prestea RMS
FUL00554,PLT004,2024-08-08,Natural Gas,1953.7,4.5747,8937.63,Ghana National Gas Company,Takoradi RMS
FUL00555,PLT005,2024-08-08,Natural Gas,1760.66,4.0813,7185.81,Ghana National Gas Company,Prestea RMS
FUL00556,PLT001,2024-08-10,Natural Gas,1724.67,3.9702,6847.27,Ghana National Gas Company,Prestea RMS
FUL00557,PLT002,2024-08-10,Natural Gas,1850.78,3.9794,7364.99,Ghana National Gas Company,Takoradi RMS
FUL00558,PLT003,2024-08-10,Natural Gas,973.15,4.4763,4356.11,Ghana National Gas Company,Prestea RMS
FUL00559,PLT004,2024-08-10,Natural Gas,1388.1,4.4101,6121.64,Ghana National Gas Company,Takoradi RMS
FUL00560,PLT005,2024-08-10,Natural Gas,1718.56,4.4458,7640.33,Ghana National Gas Company,Prestea RMS
FUL00561,PLT001,2024-08-12,Natural Gas,2152.25,4.5796,9856.52,Ghana National Gas Company,Prestea RMS
FUL00562,PLT002,2024-08-12,Natural Gas,2109.48,4.2909,9051.48,Ghana National Gas Company,Takoradi RMS
FUL00563,PLT003,2024-08-12,Natural Gas,1828.32,3.821,6986.02,Ghana National Gas Company,Prestea RMS
FUL00564,PLT004,2024-08-12,Natural Gas,2286.53,4.4636,10206.08,Ghana National Gas Company,Takoradi RMS
FUL00565,PLT005,2024-08-12,Natural Gas,1227.92,3.9443,4843.33,Ghana National Gas Company,Prestea RMS
FUL00566,PLT001,2024-08-14,Natural Gas,1924.32,4.0472,7788.08,Ghana National Gas Company,Prestea RMS
FUL00567,PLT002,2024-08-14,Natural Gas,1343.72,3.8049,5112.7,Ghana National Gas Company,Takoradi RMS
FUL00568,PLT003,2024-08-14,Natural Gas,2191.78,4.2531,9321.76,Ghana National Gas Company,Prestea RMS
FUL00569,PLT004,2024-08-14,Natural Gas,1441.25,3.9135,5640.33,Ghana National Gas Company,Takoradi RMS
FUL00570,PLT005,2024-08-14,Natural Gas,1813.08,3.8245,6934.17,Ghana National Gas Company,Prestea RMS
FUL00571,PLT001,2024-08-16,Natural Gas,1993.78,3.9721,7919.51,Ghana National Gas Company,Prestea RMS
FUL00572,PLT002,2024-08-16,Natural Gas,1471.73,4.0727,5993.94,Ghana National Gas Company,Takoradi RMS
FUL00573,PLT003,2024-08-16,Natural Gas,1392.08,4.3773,6093.52,Ghana National Gas Company,Prestea RMS
FUL00574,PLT004,2024-08-16,Natural Gas,2042.94,4.2541,8690.82,Ghana National Gas Company,Takoradi RMS
FUL00575,PLT005,2024-08-16,Natural Gas,935.93,3.8421,3595.92,Ghana National Gas Company,Prestea RMS
FUL00576,PLT001,2024-08-18,Natural Gas,1051.86,4.2943,4516.97,Ghana National Gas Company,Prestea RMS
FUL00577,PLT002,2024-08-18,Natural Gas,1878.35,4.0177,7546.61,Ghana National Gas Company,Takoradi RMS
FUL00578,PLT003,2024-08-18,Natural Gas,1859.1,4.1885,7786.89,Ghana National Gas Company,Prestea RMS
FUL00579,PLT004,2024-08-18,Natural Gas,1507.27,4.0185,6057.01,Ghana National Gas Company,Takoradi RMS
FUL00580,PLT005,2024-08-18,Natural Gas,2007.91,3.8911,7812.89,Ghana National Gas Company,Prestea RMS
FUL00581,PLT001,2024-08-20,Natural Gas,1487.86,4.0266,5991.01,Ghana National Gas Company,Prestea RMS
FUL00582,PLT002,2024-08-20,Natural Gas,1885.58,4.1893,7899.27,Ghana National Gas Company,Takoradi RMS
FUL00583,PLT003,2024-08-20,Natural Gas,1867.41,3.8363,7164.01,Ghana National Gas Company,Prestea RMS
FUL00584,PLT004,2024-08-20,Natural Gas,1432.42,4.2795,6129.98,Ghana National Gas Company,Takoradi RMS
FUL00585,PLT005,2024-08-20,Natural Gas,812.3,4.0411,3282.61,Ghana National Gas Company,Prestea RMS
FUL00586,PLT001,2024-08-22,Natural Gas,1137.97,3.9098,4449.22,Ghana National Gas Company,Prestea RMS
FUL00587,PLT002,2024-08-22,Natural Gas,1208.83,4.0625,4910.87,Ghana National Gas Company,Takoradi RMS
FUL00588,PLT003,2024-08-22,Natural Gas,812.37,4.3976,3572.49,Ghana National Gas Company,Prestea RMS
FUL00589,PLT004,2024-08-22,Natural Gas,1081.11,4.1042,4437.05,Ghana National Gas Company,Takoradi RMS
FUL00590,PLT005,2024-08-22,Natural Gas,1925.87,4.2002,8089.06,Ghana National Gas Company,Prestea RMS
FUL00591,PLT001,2024-08-24,Natural Gas,2133.37,4.445,9482.74,Ghana National Gas Company,Prestea RMS
FUL00592,PLT002,2024-08-24,Natural Gas,915.32,4.4894,4109.25,Ghana National Gas Company,Takoradi RMS
FUL00593,PLT003,2024-08-24,Natural Gas,867.68,3.815,3310.19,Ghana National Gas Company,Prestea RMS
FUL00594,PLT004,2024-08-24,Natural Gas,2273.86,4.4897,10208.92,Ghana National Gas Company,Takoradi RMS
FUL00595,PLT005,2024-08-24,Natural Gas,1721.21,4.2587,7330.15,Ghana National Gas Company,Prestea RMS
FUL00596,PLT001,2024-08-26,Natural Gas,1935.2,4.1342,8000.42,Ghana National Gas Company,Prestea RMS
FUL00597,PLT002,2024-08-26,Natural Gas,984.28,3.8167,3756.69,Ghana National Gas Company,Takoradi RMS
FUL00598,PLT003,2024-08-26,Natural Gas,1319.63,4.4411,5860.55,Ghana National Gas Company,Prestea RMS
FUL00599,PLT004,2024-08-26,Natural Gas,1789.0,4.4656,7989.0,Ghana National Gas Company,Takoradi RMS
FUL00600,PLT005,2024-08-26,Natural Gas,2271.63,3.8705,8792.35,Ghana National Gas Company,Prestea RMS
FUL00601,PLT001,2024-08-28,Natural Gas,2151.17,3.9947,8593.18,Ghana National Gas Company,Prestea RMS
FUL00602,PLT002,2024-08-28,Natural Gas,1742.19,4.2192,7350.6,Ghana National Gas Company,Takoradi RMS
FUL00603,PLT003,2024-08-28,Natural Gas,1433.23,4.0482,5802.03,Ghana National Gas Company,Prestea RMS
FUL00604,PLT004,2024-08-28,Natural Gas,1343.22,4.0665,5462.14,Ghana National Gas Company,Takoradi RMS
FUL00605,PLT005,2024-08-28,Natural Gas,1069.01,4.2084,4498.81,Ghana National Gas Company,Prestea RMS
FUL00606,PLT001,2024-08-30,Natural Gas,982.44,4.208,4134.07,Ghana National Gas Company,Prestea RMS
FUL00607,PLT002,2024-08-30,Natural Gas,2249.48,4.0795,9176.75,Ghana National Gas Company,Takoradi RMS
FUL00608,PLT003,2024-08-30,Natural Gas,1963.81,4.4552,8749.09,Ghana National Gas Company,Prestea RMS
FUL00609,PLT004,2024-08-30,Natural Gas,2104.06,3.989,8393.13,Ghana National Gas Company,Takoradi RMS
FUL00610,PLT005,2024-08-30,Natural Gas,1034.31,3.9578,4093.61,Ghana National Gas Company,Prestea RMS
FUL00611,PLT001,2024-09-01,Natural Gas,1763.84,4.4082,7775.31,Ghana National Gas Company,Prestea RMS
FUL00612,PLT002,2024-09-01,Natural Gas,1848.81,3.9417,7287.49,Ghana National Gas Company,Takoradi RMS
FUL00613,PLT003,2024-09-01,Natural Gas,2036.56,4.1953,8543.97,Ghana National Gas Company,Prestea RMS
FUL00614,PLT004,2024-09-01,Natural Gas,2007.11,4.4079,8847.14,Ghana National Gas Company,Takoradi RMS
FUL00615,PLT005,2024-09-01,Natural Gas,1518.25,4.5393,6891.83,Ghana National Gas Company,Prestea RMS
FUL00616,PLT001,2024-09-03,Natural Gas,1703.19,4.3082,7337.75,Ghana National Gas Company,Prestea RMS
FUL00617,PLT002,2024-09-03,Natural Gas,1799.23,4.4914,8081.06,Ghana National Gas Company,Takoradi RMS
FUL00618,PLT003,2024-09-03,Natural Gas,1803.55,3.9208,7071.3,Ghana National Gas Company,Prestea RMS
FUL00619,PLT004,2024-09-03,Natural Gas,909.26,4.1538,3776.85,Ghana National Gas Company,Takoradi RMS
FUL00620,PLT005,2024-09-03,Natural Gas,1284.51,4.0197,5163.39,Ghana National Gas Company,Prestea RMS
FUL00621,PLT001,2024-09-05,Natural Gas,889.88,4.2059,3742.72,Ghana National Gas Company,Prestea RMS
FUL00622,PLT002,2024-09-05,Natural Gas,1296.65,4.1615,5396.05,Ghana National Gas Company,Takoradi RMS
FUL00623,PLT003,2024-09-05,Natural Gas,891.02,4.4654,3978.72,Ghana National Gas Company,Prestea RMS
FUL00624,PLT004,2024-09-05,Natural Gas,922.77,4.4914,4144.53,Ghana National Gas Company,Takoradi RMS
FUL00625,PLT005,2024-09-05,Natural Gas,2168.47,4.292,9307.09,Ghana National Gas Company,Prestea RMS
FUL00626,PLT001,2024-09-07,Natural Gas,1611.31,4.1702,6719.44,Ghana National Gas Company,Prestea RMS
FUL00627,PLT002,2024-09-07,Natural Gas,1686.91,4.4335,7478.84,Ghana National Gas Company,Takoradi RMS
FUL00628,PLT003,2024-09-07,Natural Gas,2233.4,4.1598,9290.47,Ghana National Gas Company,Prestea RMS
FUL00629,PLT004,2024-09-07,Natural Gas,2095.71,4.3215,9056.55,Ghana National Gas Company,Takoradi RMS
FUL00630,PLT005,2024-09-07,Natural Gas,1314.44,4.1805,5495.02,Ghana National Gas Company,Prestea RMS
FUL00631,PLT001,2024-09-09,Natural Gas,1041.38,3.8495,4008.79,Ghana National Gas Company,Prestea RMS
FUL00632,PLT002,2024-09-09,Natural Gas,965.6,4.5193,4363.84,Ghana National Gas Company,Takoradi RMS
FUL00633,PLT003,2024-09-09,Natural Gas,1349.5,4.3715,5899.28,Ghana National Gas Company,Prestea RMS
FUL00634,PLT004,2024-09-09,Natural Gas,1607.28,3.938,6329.54,Ghana National Gas Company,Takoradi RMS
FUL00635,PLT005,2024-09-09,Natural Gas,1196.39,4.1502,4965.27,Ghana National Gas Company,Prestea RMS
FUL00636,PLT001,2024-09-11,Natural Gas,1503.07,4.2182,6340.25,Ghana National Gas Company,Prestea RMS
FUL00637,PLT002,2024-09-11,Natural Gas,1053.99,4.0983,4319.55,Ghana National Gas Company,Takoradi RMS
FUL00638,PLT003,2024-09-11,Natural Gas,1252.63,4.127,5169.62,Ghana National Gas Company,Prestea RMS
FUL00639,PLT004,2024-09-11,Natural Gas,1341.39,4.2783,5738.88,Ghana National Gas Company,Takoradi RMS
FUL00640,PLT005,2024-09-11,Natural Gas,2062.76,4.3178,8906.68,Ghana National Gas Company,Prestea RMS
FUL00641,PLT001,2024-09-13,Natural Gas,905.46,3.8756,3509.21,Ghana National Gas Company,Prestea RMS
FUL00642,PLT002,2024-09-13,Natural Gas,1885.41,4.0273,7593.14,Ghana National Gas Company,Takoradi RMS
FUL00643,PLT003,2024-09-13,Natural Gas,1957.97,4.3253,8468.71,Ghana National Gas Company,Prestea RMS
FUL00644,PLT004,2024-09-13,Natural Gas,2250.15,4.4986,10122.58,Ghana National Gas Company,Takoradi RMS
FUL00645,PLT005,2024-09-13,Natural Gas,1333.38,4.2662,5688.45,Ghana National Gas Company,Prestea RMS
FUL00646,PLT001,2024-09-15,Natural Gas,1026.29,4.0799,4187.12,Ghana National Gas Company,Prestea RMS
FUL00647,PLT002,2024-09-15,Natural Gas,2348.31,4.3588,10235.78,Ghana National Gas Company,Takoradi RMS
FUL00648,PLT003,2024-09-15,Natural Gas,1427.13,4.276,6102.45,Ghana National Gas Company,Prestea RMS
FUL00649,PLT004,2024-09-15,Natural Gas,2300.8,4.0477,9312.87,Ghana National Gas Company,Takoradi RMS
FUL00650,PLT005,2024-09-15,Natural Gas,1402.69,4.4333,6218.59,Ghana National Gas Company,Prestea RMS
FUL00651,PLT001,2024-09-17,Natural Gas,2101.1,4.3361,9110.57,Ghana National Gas Company,Prestea RMS
FUL00652,PLT002,2024-09-17,Natural Gas,2126.33,4.391,9336.76,Ghana National Gas Company,Takoradi RMS
FUL00653,PLT003,2024-09-17,Natural Gas,1896.66,4.2211,8006.02,Ghana National Gas Company,Prestea RMS
FUL00654,PLT004,2024-09-17,Natural Gas,1833.64,4.1387,7588.93,Ghana National Gas Company,Takoradi RMS
FUL00655,PLT005,2024-09-17,Natural Gas,1378.92,4.0901,5639.89,Ghana National Gas Company,Prestea RMS
FUL00656,PLT001,2024-09-19,Natural Gas,1088.42,3.9714,4322.5,Ghana National Gas Company,Prestea RMS
FUL00657,PLT002,2024-09-19,Natural Gas,2316.27,4.189,9702.89,Ghana National Gas Company,Takoradi RMS
FUL00658,PLT003,2024-09-19,Natural Gas,1162.47,3.9101,4545.32,Ghana National Gas Company,Prestea RMS
FUL00659,PLT004,2024-09-19,Natural Gas,923.46,4.4755,4132.98,Ghana National Gas Company,Takoradi RMS
FUL00660,PLT005,2024-09-19,Natural Gas,961.83,4.4167,4248.11,Ghana National Gas Company,Prestea RMS
FUL00661,PLT001,2024-09-21,Natural Gas,2136.19,4.5069,9627.69,Ghana National Gas Company,Prestea RMS
FUL00662,PLT002,2024-09-21,Natural Gas,860.4,4.0694,3501.32,Ghana National Gas Company,Takoradi RMS
FUL00663,PLT003,2024-09-21,Natural Gas,2026.09,3.9048,7911.56,Ghana National Gas Company,Prestea RMS
FUL00664,PLT004,2024-09-21,Natural Gas,1402.75,3.9298,5512.52,Ghana National Gas Company,Takoradi RMS
FUL00665,PLT005,2024-09-21,Natural Gas,2130.15,4.4169,9408.61,Ghana National Gas Company,Prestea RMS
FUL00666,PLT001,2024-09-23,Natural Gas,2094.47,3.9324,8236.36,Ghana National Gas Company,Prestea RMS
FUL00667,PLT002,2024-09-23,Natural Gas,1500.28,4.1287,6194.19,Ghana National Gas Company,Takoradi RMS
FUL00668,PLT003,2024-09-23,Natural Gas,1882.18,3.99,7509.94,Ghana National Gas Company,Prestea RMS
FUL00669,PLT004,2024-09-23,Natural Gas,1510.72,4.0279,6085.09,Ghana National Gas Company,Takoradi RMS
FUL00670,PLT005,2024-09-23,Natural Gas,1997.66,4.1591,8308.55,Ghana National Gas Company,Prestea RMS
FUL00671,PLT001,2024-09-25,Natural Gas,1654.42,4.0476,6696.39,Ghana National Gas Company,Prestea RMS
FUL00672,PLT002,2024-09-25,Natural Gas,2093.8,4.1752,8742.06,Ghana National Gas Company,Takoradi RMS
FUL00673,PLT003,2024-09-25,Natural Gas,2136.18,4.0943,8746.1,Ghana National Gas Company,Prestea RMS
FUL00674,PLT004,2024-09-25,Natural Gas,2315.41,4.5876,10622.06,Ghana National Gas Company,Takoradi RMS
FUL00675,PLT005,2024-09-25,Natural Gas,1538.69,4.0254,6193.87,Ghana National Gas Company,Prestea RMS
FUL00676,PLT001,2024-09-27,Natural Gas,1411.0,4.222,5957.2,Ghana National Gas Company,Prestea RMS
FUL00677,PLT002,2024-09-27,Natural Gas,2346.03,4.4535,10448.08,Ghana National Gas Company,Takoradi RMS
FUL00678,PLT003,2024-09-27,Natural Gas,2082.01,3.9107,8142.16,Ghana National Gas Company,Prestea RMS
FUL00679,PLT004,2024-09-27,Natural Gas,1200.01,4.3129,5175.58,Ghana National Gas Company,Takoradi RMS
FUL00680,PLT005,2024-09-27,Natural Gas,2198.59,4.2436,9330.01,Ghana National Gas Company,Prestea RMS
FUL00681,PLT001,2024-09-29,Natural Gas,964.14,4.4767,4316.18,Ghana National Gas Company,Prestea RMS
FUL00682,PLT002,2024-09-29,Natural Gas,2161.87,4.028,8708.12,Ghana National Gas Company,Takoradi RMS
FUL00683,PLT003,2024-09-29,Natural Gas,2020.99,4.0182,8120.81,Ghana National Gas Company,Prestea RMS
FUL00684,PLT004,2024-09-29,Natural Gas,2248.49,3.9179,8809.31,Ghana National Gas Company,Takoradi RMS
FUL00685,PLT005,2024-09-29,Natural Gas,1499.96,4.5571,6835.51,Ghana National Gas Company,Prestea RMS
FUL00686,PLT001,2024-10-01,Natural Gas,1155.26,4.1609,4806.92,Ghana National Gas Company,Prestea RMS
FUL00687,PLT002,2024-10-01,Natural Gas,1359.34,3.8213,5194.5,Ghana National Gas Company,Takoradi RMS
FUL00688,PLT003,2024-10-01,Natural Gas,885.21,4.2016,3719.3,Ghana National Gas Company,Prestea RMS
FUL00689,PLT004,2024-10-01,Natural Gas,1177.24,4.5956,5410.15,Ghana National Gas Company,Takoradi RMS
FUL00690,PLT005,2024-10-01,Natural Gas,1399.86,3.8225,5351.03,Ghana National Gas Company,Prestea RMS
FUL00691,PLT001,2024-10-03,Natural Gas,2289.32,4.4713,10236.33,Ghana National Gas Company,Prestea RMS
FUL00692,PLT002,2024-10-03,Natural Gas,1839.94,4.4331,8156.65,Ghana National Gas Company,Takoradi RMS
FUL00693,PLT003,2024-10-03,Natural Gas,1020.16,4.0295,4110.74,Ghana National Gas Company,Prestea RMS
FUL00694,PLT004,2024-10-03,Natural Gas,2127.62,4.3569,9269.74,Ghana National Gas Company,Takoradi RMS
FUL00695,PLT005,2024-10-03,Natural Gas,1022.07,4.3644,4460.75,Ghana National Gas Company,Prestea RMS
FUL00696,PLT001,2024-10-05,Natural Gas,1517.76,3.8042,5773.86,Ghana National Gas Company,Prestea RMS
FUL00697,PLT002,2024-10-05,Natural Gas,926.76,4.0047,3711.43,Ghana National Gas Company,Takoradi RMS
FUL00698,PLT003,2024-10-05,Natural Gas,2135.94,4.239,9054.34,Ghana National Gas Company,Prestea RMS
FUL00699,PLT004,2024-10-05,Natural Gas,1963.58,4.2222,8290.66,Ghana National Gas Company,Takoradi RMS
FUL00700,PLT005,2024-10-05,Natural Gas,977.9,4.0305,3941.41,Ghana National Gas Company,Prestea RMS
FUL00701,PLT001,2024-10-07,Natural Gas,1281.84,3.8382,4919.96,Ghana National Gas Company,Prestea RMS
FUL00702,PLT002,2024-10-07,Natural Gas,1471.72,4.4351,6527.25,Ghana National Gas Company,Takoradi RMS
FUL00703,PLT003,2024-10-07,Natural Gas,1531.38,3.8887,5955.06,Ghana National Gas Company,Prestea RMS
FUL00704,PLT004,2024-10-07,Natural Gas,2248.24,4.2774,9616.6,Ghana National Gas Company,Takoradi RMS
